geoname,state,county,place,tract,bg,geonum,b01003001,b01003_moe001
Geographic Area Name,State FIPS,County FIPS,Place FIPS,Tract FIPS,BG FIPS,Unique ID,Total,
"Block Group 2, Census Tract 9604, Buffalo County, Wisconsin",55,11,,960400,2,1550119604002,1753,125
"Block Group 1, Census Tract 9605, Buffalo County, Wisconsin",55,11,,960500,1,1550119605001,1112,94
"Block Group 2, Census Tract 9605, Buffalo County, Wisconsin",55,11,,960500,2,1550119605002,782,114
"Block Group 3, Census Tract 9605, Buffalo County, Wisconsin",55,11,,960500,3,1550119605003,1348,122
"Block Group 1, Census Tract 9704, Burnett County, Wisconsin",55,13,,970400,1,1550139704001,1138,145
"Block Group 2, Census Tract 9704, Burnett County, Wisconsin",55,13,,970400,2,1550139704002,1265,118
"Block Group 3, Census Tract 9704, Burnett County, Wisconsin",55,13,,970400,3,1550139704003,1659,150
"Block Group 1, Census Tract 9706, Burnett County, Wisconsin",55,13,,970600,1,1550139706001,1254,143
"Block Group 2, Census Tract 9706, Burnett County, Wisconsin",55,13,,970600,2,1550139706002,663,91
"Block Group 1, Census Tract 9707, Burnett County, Wisconsin",55,13,,970700,1,1550139707001,1369,173
"Block Group 2, Census Tract 9707, Burnett County, Wisconsin",55,13,,970700,2,1550139707002,1149,149
"Block Group 1, Census Tract 9708, Burnett County, Wisconsin",55,13,,970800,1,1550139708001,1254,164
"Block Group 2, Census Tract 9708, Burnett County, Wisconsin",55,13,,970800,2,1550139708002,982,141
"Block Group 1, Census Tract 9709, Burnett County, Wisconsin",55,13,,970900,1,1550139709001,1454,143
"Block Group 2, Census Tract 9709, Burnett County, Wisconsin",55,13,,970900,2,1550139709002,1425,154
"Block Group 1, Census Tract 9710, Burnett County, Wisconsin",55,13,,971000,1,1550139710001,558,79
"Block Group 2, Census Tract 9710, Burnett County, Wisconsin",55,13,,971000,2,1550139710002,1279,89
"Block Group 1, Census Tract 201, Calumet County, Wisconsin",55,15,,20100,1,1550150201001,1349,182
"Block Group 2, Census Tract 201, Calumet County, Wisconsin",55,15,,20100,2,1550150201002,965,180
"Block Group 3, Census Tract 201, Calumet County, Wisconsin",55,15,,20100,3,1550150201003,1639,211
"Block Group 4, Census Tract 201, Calumet County, Wisconsin",55,15,,20100,4,1550150201004,692,151
"Block Group 1, Census Tract 202, Calumet County, Wisconsin",55,15,,20200,1,1550150202001,904,124
"Block Group 2, Census Tract 202, Calumet County, Wisconsin",55,15,,20200,2,1550150202002,1167,124
"Block Group 3, Census Tract 202, Calumet County, Wisconsin",55,15,,20200,3,1550150202003,844,88
"Block Group 4, Census Tract 202, Calumet County, Wisconsin",55,15,,20200,4,1550150202004,851,100
"Block Group 1, Census Tract 203.03, Calumet County, Wisconsin",55,15,,20303,1,1550150203031,1167,227
"Block Group 2, Census Tract 203.03, Calumet County, Wisconsin",55,15,,20303,2,1550150203032,1454,262
"Block Group 3, Census Tract 203.03, Calumet County, Wisconsin",55,15,,20303,3,1550150203033,1121,236
"Block Group 1, Census Tract 203.04, Calumet County, Wisconsin",55,15,,20304,1,1550150203041,967,195
"Block Group 2, Census Tract 203.04, Calumet County, Wisconsin",55,15,,20304,2,1550150203042,925,220
"Block Group 3, Census Tract 203.04, Calumet County, Wisconsin",55,15,,20304,3,1550150203043,1875,260
"Block Group 1, Census Tract 203.06, Calumet County, Wisconsin",55,15,,20306,1,1550150203061,2002,173
"Block Group 2, Census Tract 203.06, Calumet County, Wisconsin",55,15,,20306,2,1550150203062,2672,362
"Block Group 3, Census Tract 203.06, Calumet County, Wisconsin",55,15,,20306,3,1550150203063,1674,219
"Block Group 1, Census Tract 203.08, Calumet County, Wisconsin",55,15,,20308,1,1550150203081,1915,334
"Block Group 2, Census Tract 203.08, Calumet County, Wisconsin",55,15,,20308,2,1550150203082,1338,246
"Block Group 1, Census Tract 204, Calumet County, Wisconsin",55,15,,20400,1,1550150204001,1147,121
"Block Group 2, Census Tract 204, Calumet County, Wisconsin",55,15,,20400,2,1550150204002,923,112
"Block Group 3, Census Tract 204, Calumet County, Wisconsin",55,15,,20400,3,1550150204003,1414,165
"Block Group 1, Census Tract 205, Calumet County, Wisconsin",55,15,,20500,1,1550150205001,1091,202
"Block Group 2, Census Tract 205, Calumet County, Wisconsin",55,15,,20500,2,1550150205002,2761,291
"Block Group 3, Census Tract 205, Calumet County, Wisconsin",55,15,,20500,3,1550150205003,1306,299
"Block Group 1, Census Tract 206, Calumet County, Wisconsin",55,15,,20600,1,1550150206001,1021,214
"Block Group 2, Census Tract 206, Calumet County, Wisconsin",55,15,,20600,2,1550150206002,979,203
"Block Group 3, Census Tract 206, Calumet County, Wisconsin",55,15,,20600,3,1550150206003,1914,207
"Block Group 4, Census Tract 206, Calumet County, Wisconsin",55,15,,20600,4,1550150206004,1344,292
"Block Group 1, Census Tract 207, Calumet County, Wisconsin",55,15,,20700,1,1550150207001,4086,326
"Block Group 1, Census Tract 208, Calumet County, Wisconsin",55,15,,20800,1,1550150208001,1805,326
"Block Group 2, Census Tract 208, Calumet County, Wisconsin",55,15,,20800,2,1550150208002,1871,407
"Block Group 3, Census Tract 208, Calumet County, Wisconsin",55,15,,20800,3,1550150208003,2105,360
"Block Group 1, Census Tract 101, Chippewa County, Wisconsin",55,17,,10100,1,1550170101001,1236,212
"Block Group 2, Census Tract 101, Chippewa County, Wisconsin",55,17,,10100,2,1550170101002,1801,241
"Block Group 1, Census Tract 102, Chippewa County, Wisconsin",55,17,,10200,1,1550170102001,1972,339
"Block Group 2, Census Tract 102, Chippewa County, Wisconsin",55,17,,10200,2,1550170102002,2467,326
"Block Group 3, Census Tract 102, Chippewa County, Wisconsin",55,17,,10200,3,1550170102003,2022,378
"Block Group 1, Census Tract 103, Chippewa County, Wisconsin",55,17,,10300,1,1550170103001,810,256
"Block Group 2, Census Tract 103, Chippewa County, Wisconsin",55,17,,10300,2,1550170103002,843,339
"Block Group 3, Census Tract 103, Chippewa County, Wisconsin",55,17,,10300,3,1550170103003,767,210
"Block Group 4, Census Tract 103, Chippewa County, Wisconsin",55,17,,10300,4,1550170103004,1054,243
"Block Group 5, Census Tract 103, Chippewa County, Wisconsin",55,17,,10300,5,1550170103005,1318,270
"Block Group 6, Census Tract 103, Chippewa County, Wisconsin",55,17,,10300,6,1550170103006,1187,296
"Block Group 1, Census Tract 104, Chippewa County, Wisconsin",55,17,,10400,1,1550170104001,2131,187
"Block Group 2, Census Tract 104, Chippewa County, Wisconsin",55,17,,10400,2,1550170104002,1107,137
"Block Group 3, Census Tract 104, Chippewa County, Wisconsin",55,17,,10400,3,1550170104003,1447,172
"Block Group 1, Census Tract 105, Chippewa County, Wisconsin",55,17,,10500,1,1550170105001,647,196
"Block Group 2, Census Tract 105, Chippewa County, Wisconsin",55,17,,10500,2,1550170105002,828,238
"Block Group 3, Census Tract 105, Chippewa County, Wisconsin",55,17,,10500,3,1550170105003,996,284
"Block Group 4, Census Tract 105, Chippewa County, Wisconsin",55,17,,10500,4,1550170105004,2734,311
"Block Group 1, Census Tract 107, Chippewa County, Wisconsin",55,17,,10700,1,1550170107001,1125,205
"Block Group 2, Census Tract 107, Chippewa County, Wisconsin",55,17,,10700,2,1550170107002,2555,301
"Block Group 3, Census Tract 107, Chippewa County, Wisconsin",55,17,,10700,3,1550170107003,3967,395
"Block Group 1, Census Tract 108, Chippewa County, Wisconsin",55,17,,10800,1,1550170108001,972,125
"Block Group 2, Census Tract 108, Chippewa County, Wisconsin",55,17,,10800,2,1550170108002,994,121
"Block Group 3, Census Tract 108, Chippewa County, Wisconsin",55,17,,10800,3,1550170108003,1450,200
"Block Group 4, Census Tract 108, Chippewa County, Wisconsin",55,17,,10800,4,1550170108004,1112,122
"Block Group 5, Census Tract 108, Chippewa County, Wisconsin",55,17,,10800,5,1550170108005,2085,222
"Block Group 1, Census Tract 109, Chippewa County, Wisconsin",55,17,,10900,1,1550170109001,862,141
"Block Group 2, Census Tract 109, Chippewa County, Wisconsin",55,17,,10900,2,1550170109002,861,131
"Block Group 3, Census Tract 109, Chippewa County, Wisconsin",55,17,,10900,3,1550170109003,1065,154
"Block Group 4, Census Tract 109, Chippewa County, Wisconsin",55,17,,10900,4,1550170109004,2512,152
"Block Group 1, Census Tract 110, Chippewa County, Wisconsin",55,17,,11000,1,1550170110001,1277,168
"Block Group 2, Census Tract 110, Chippewa County, Wisconsin",55,17,,11000,2,1550170110002,906,160
"Block Group 3, Census Tract 110, Chippewa County, Wisconsin",55,17,,11000,3,1550170110003,799,149
"Block Group 4, Census Tract 110, Chippewa County, Wisconsin",55,17,,11000,4,1550170110004,1428,204
"Block Group 5, Census Tract 110, Chippewa County, Wisconsin",55,17,,11000,5,1550170110005,1420,170
"Block Group 6, Census Tract 110, Chippewa County, Wisconsin",55,17,,11000,6,1550170110006,1147,135
"Block Group 1, Census Tract 111, Chippewa County, Wisconsin",55,17,,11100,1,1550170111001,834,137
"Block Group 2, Census Tract 111, Chippewa County, Wisconsin",55,17,,11100,2,1550170111002,972,137
"Block Group 3, Census Tract 111, Chippewa County, Wisconsin",55,17,,11100,3,1550170111003,1255,152
"Block Group 4, Census Tract 111, Chippewa County, Wisconsin",55,17,,11100,4,1550170111004,1159,133
"Block Group 1, Census Tract 112, Chippewa County, Wisconsin",55,17,,11200,1,1550170112001,729,205
"Block Group 2, Census Tract 112, Chippewa County, Wisconsin",55,17,,11200,2,1550170112002,1636,307
"Block Group 3, Census Tract 112, Chippewa County, Wisconsin",55,17,,11200,3,1550170112003,741,199
"Block Group 4, Census Tract 112, Chippewa County, Wisconsin",55,17,,11200,4,1550170112004,1160,150
"Block Group 5, Census Tract 112, Chippewa County, Wisconsin",55,17,,11200,5,1550170112005,798,265
"Block Group 6, Census Tract 112, Chippewa County, Wisconsin",55,17,,11200,6,1550170112006,1488,213
"Block Group 1, Census Tract 9501, Clark County, Wisconsin",55,19,,950100,1,1550199501001,1300,162
"Block Group 2, Census Tract 9501, Clark County, Wisconsin",55,19,,950100,2,1550199501002,1066,155
"Block Group 3, Census Tract 9501, Clark County, Wisconsin",55,19,,950100,3,1550199501003,1115,149
"Block Group 4, Census Tract 9501, Clark County, Wisconsin",55,19,,950100,4,1550199501004,1222,168
"Block Group 1, Census Tract 9502, Clark County, Wisconsin",55,19,,950200,1,1550199502001,1236,138
"Block Group 2, Census Tract 9502, Clark County, Wisconsin",55,19,,950200,2,1550199502002,987,179
"Block Group 3, Census Tract 9502, Clark County, Wisconsin",55,19,,950200,3,1550199502003,1285,136
"Block Group 4, Census Tract 9502, Clark County, Wisconsin",55,19,,950200,4,1550199502004,915,104
"Block Group 1, Census Tract 9503, Clark County, Wisconsin",55,19,,950300,1,1550199503001,1148,125
"Block Group 2, Census Tract 9503, Clark County, Wisconsin",55,19,,950300,2,1550199503002,1467,148
"Block Group 3, Census Tract 9503, Clark County, Wisconsin",55,19,,950300,3,1550199503003,1067,122
"Block Group 4, Census Tract 9503, Clark County, Wisconsin",55,19,,950300,4,1550199503004,741,118
"Block Group 1, Census Tract 9504, Clark County, Wisconsin",55,19,,950400,1,1550199504001,854,142
"Block Group 2, Census Tract 9504, Clark County, Wisconsin",55,19,,950400,2,1550199504002,679,93
"Block Group 3, Census Tract 9504, Clark County, Wisconsin",55,19,,950400,3,1550199504003,1088,125
"Block Group 4, Census Tract 9504, Clark County, Wisconsin",55,19,,950400,4,1550199504004,1298,162
"Block Group 1, Census Tract 9505, Clark County, Wisconsin",55,19,,950500,1,1550199505001,1505,159
"Block Group 2, Census Tract 9505, Clark County, Wisconsin",55,19,,950500,2,1550199505002,1463,258
"Block Group 3, Census Tract 9505, Clark County, Wisconsin",55,19,,950500,3,1550199505003,1401,174
"Block Group 4, Census Tract 9505, Clark County, Wisconsin",55,19,,950500,4,1550199505004,931,109
"Block Group 1, Census Tract 9506, Clark County, Wisconsin",55,19,,950600,1,1550199506001,835,85
"Block Group 2, Census Tract 9506, Clark County, Wisconsin",55,19,,950600,2,1550199506002,1936,241
"Block Group 3, Census Tract 9506, Clark County, Wisconsin",55,19,,950600,3,1550199506003,1269,134
"Block Group 4, Census Tract 9506, Clark County, Wisconsin",55,19,,950600,4,1550199506004,946,142
"Block Group 1, Census Tract 9507, Clark County, Wisconsin",55,19,,950700,1,1550199507001,1885,181
"Block Group 2, Census Tract 9507, Clark County, Wisconsin",55,19,,950700,2,1550199507002,1161,189
"Block Group 3, Census Tract 9507, Clark County, Wisconsin",55,19,,950700,3,1550199507003,632,109
"Block Group 1, Census Tract 9508, Clark County, Wisconsin",55,19,,950800,1,1550199508001,1166,169
"Block Group 2, Census Tract 9508, Clark County, Wisconsin",55,19,,950800,2,1550199508002,2032,142
"Block Group 1, Census Tract 9701, Columbia County, Wisconsin",55,21,,970100,1,1550219701001,994,114
"Block Group 2, Census Tract 9701, Columbia County, Wisconsin",55,21,,970100,2,1550219701002,1409,229
"Block Group 3, Census Tract 9701, Columbia County, Wisconsin",55,21,,970100,3,1550219701003,738,111
"Block Group 4, Census Tract 9701, Columbia County, Wisconsin",55,21,,970100,4,1550219701004,951,117
"Block Group 1, Census Tract 9702, Columbia County, Wisconsin",55,21,,970200,1,1550219702001,883,139
"Block Group 2, Census Tract 9702, Columbia County, Wisconsin",55,21,,970200,2,1550219702002,1555,128
"Block Group 3, Census Tract 9702, Columbia County, Wisconsin",55,21,,970200,3,1550219702003,1921,204
"Block Group 4, Census Tract 9702, Columbia County, Wisconsin",55,21,,970200,4,1550219702004,1711,178
"Block Group 1, Census Tract 9703, Columbia County, Wisconsin",55,21,,970300,1,1550219703001,1596,352
"Block Group 2, Census Tract 9703, Columbia County, Wisconsin",55,21,,970300,2,1550219703002,1319,155
"Block Group 3, Census Tract 9703, Columbia County, Wisconsin",55,21,,970300,3,1550219703003,1003,221
"Block Group 1, Census Tract 9704, Columbia County, Wisconsin",55,21,,970400,1,1550219704001,2970,359
"Block Group 2, Census Tract 9704, Columbia County, Wisconsin",55,21,,970400,2,1550219704002,1384,510
"Block Group 3, Census Tract 9704, Columbia County, Wisconsin",55,21,,970400,3,1550219704003,931,309
"Block Group 4, Census Tract 9704, Columbia County, Wisconsin",55,21,,970400,4,1550219704004,509,149
"Block Group 5, Census Tract 9704, Columbia County, Wisconsin",55,21,,970400,5,1550219704005,964,199
"Block Group 1, Census Tract 9705, Columbia County, Wisconsin",55,21,,970500,1,1550219705001,623,187
"Block Group 2, Census Tract 9705, Columbia County, Wisconsin",55,21,,970500,2,1550219705002,1929,291
"Block Group 3, Census Tract 9705, Columbia County, Wisconsin",55,21,,970500,3,1550219705003,1365,240
"Block Group 4, Census Tract 9705, Columbia County, Wisconsin",55,21,,970500,4,1550219705004,589,167
"Block Group 1, Census Tract 9706, Columbia County, Wisconsin",55,21,,970600,1,1550219706001,1390,150
"Block Group 2, Census Tract 9706, Columbia County, Wisconsin",55,21,,970600,2,1550219706002,1666,126
"Block Group 3, Census Tract 9706, Columbia County, Wisconsin",55,21,,970600,3,1550219706003,1604,133
"Block Group 1, Census Tract 9707, Columbia County, Wisconsin",55,21,,970700,1,1550219707001,511,105
"Block Group 2, Census Tract 9707, Columbia County, Wisconsin",55,21,,970700,2,1550219707002,1362,144
"Block Group 3, Census Tract 9707, Columbia County, Wisconsin",55,21,,970700,3,1550219707003,845,143
"Block Group 4, Census Tract 9707, Columbia County, Wisconsin",55,21,,970700,4,1550219707004,1245,157
"Block Group 1, Census Tract 9708, Columbia County, Wisconsin",55,21,,970800,1,1550219708001,1631,221
"Block Group 2, Census Tract 9708, Columbia County, Wisconsin",55,21,,970800,2,1550219708002,1984,197
"Block Group 3, Census Tract 9708, Columbia County, Wisconsin",55,21,,970800,3,1550219708003,953,218
"Block Group 4, Census Tract 9708, Columbia County, Wisconsin",55,21,,970800,4,1550219708004,987,153
"Block Group 1, Census Tract 9709, Columbia County, Wisconsin",55,21,,970900,1,1550219709001,1407,152
"Block Group 2, Census Tract 9709, Columbia County, Wisconsin",55,21,,970900,2,1550219709002,1976,180
"Block Group 3, Census Tract 9709, Columbia County, Wisconsin",55,21,,970900,3,1550219709003,1188,200
"Block Group 1, Census Tract 9710, Columbia County, Wisconsin",55,21,,971000,1,1550219710001,1091,121
"Block Group 2, Census Tract 9710, Columbia County, Wisconsin",55,21,,971000,2,1550219710002,1036,124
"Block Group 3, Census Tract 9710, Columbia County, Wisconsin",55,21,,971000,3,1550219710003,887,103
"Block Group 4, Census Tract 9710, Columbia County, Wisconsin",55,21,,971000,4,1550219710004,924,92
"Block Group 1, Census Tract 9711, Columbia County, Wisconsin",55,21,,971100,1,1550219711001,1541,119
"Block Group 2, Census Tract 9711, Columbia County, Wisconsin",55,21,,971100,2,1550219711002,1900,146
"Block Group 1, Census Tract 9712, Columbia County, Wisconsin",55,21,,971200,1,1550219712001,626,211
"Block Group 2, Census Tract 9712, Columbia County, Wisconsin",55,21,,971200,2,1550219712002,1485,283
"Block Group 3, Census Tract 9712, Columbia County, Wisconsin",55,21,,971200,3,1550219712003,1849,275
"Block Group 4, Census Tract 9712, Columbia County, Wisconsin",55,21,,971200,4,1550219712004,1215,337
"Block Group 1, Census Tract 9601, Crawford County, Wisconsin",55,23,,960100,1,1550239601001,994,135
"Block Group 2, Census Tract 9601, Crawford County, Wisconsin",55,23,,960100,2,1550239601002,892,148
"Block Group 3, Census Tract 9601, Crawford County, Wisconsin",55,23,,960100,3,1550239601003,880,116
"Block Group 1, Census Tract 9602, Crawford County, Wisconsin",55,23,,960200,1,1550239602001,732,104
"Block Group 2, Census Tract 9602, Crawford County, Wisconsin",55,23,,960200,2,1550239602002,1707,124
"Block Group 1, Census Tract 9603, Crawford County, Wisconsin",55,23,,960300,1,1550239603001,782,71
"Block Group 2, Census Tract 9603, Crawford County, Wisconsin",55,23,,960300,2,1550239603002,1042,81
"Block Group 3, Census Tract 9603, Crawford County, Wisconsin",55,23,,960300,3,1550239603003,608,86
"Block Group 1, Census Tract 9604, Crawford County, Wisconsin",55,23,,960400,1,1550239604001,902,139
"Block Group 2, Census Tract 9604, Crawford County, Wisconsin",55,23,,960400,2,1550239604002,1093,144
"Block Group 3, Census Tract 9604, Crawford County, Wisconsin",55,23,,960400,3,1550239604003,1184,171
"Block Group 1, Census Tract 9605, Crawford County, Wisconsin",55,23,,960500,1,1550239605001,913,171
"Block Group 2, Census Tract 9605, Crawford County, Wisconsin",55,23,,960500,2,1550239605002,1102,189
"Block Group 1, Census Tract 9606, Crawford County, Wisconsin",55,23,,960600,1,1550239606001,1387,195
